ip;port;type;ssl;country;latency(msec);uptime(per cent);checked(UTC)
183.89.104.14;3128;Distorting;false;"Thailand";3751;66;"Jan 22 19:08:11"
186.112.140.10;8080;Transparent;false;"Colombia";14712;83;"Jan 22 19:08:08"
184.171.247.227;8080;Transparent;false;"United States";8627;97;"Jan 22 19:07:48"
183.63.145.116;3128;Transparent;false;"China";2162;94;"Jan 22 19:07:22"
183.232.25.39;80;Transparent;false;"China";1033;99;"Jan 22 19:06:56"
180.235.132.239;8080;Anonymous;false;"Hong Kong";31931;53;"Jan 22 19:06:46"
177.99.238.111;8080;Transparent;false;"Brazil";1230;84;"Jan 22 19:06:40"
177.64.215.234;3128;Transparent;false;"Brazil";2206;66;"Jan 22 19:06:38"
124.81.113.183;8080;Transparent;false;"Indonesia";1411;88;"Jan 22 19:06:30"
124.247.238.59;8080;Transparent;false;"India";1045;97;"Jan 22 19:06:28"
180.247.113.20;8080;Transparent;false;"Indonesia";4231;95;"Jan 22 19:06:28"
124.240.187.81;80;Anonymous;false;"China";1899;92;"Jan 22 19:06:26"
177.23.136.170;7737;Transparent;false;"Brazil";823;66;"Jan 22 19:05:59"
177.105.115.41;3128;Transparent;false;"Brazil";2012;95;"Jan 22 19:05:27"
180.183.87.125;8080;Distorting;false;"Thailand";559;66;"Jan 22 19:05:13"
180.183.85.44;8080;Distorting;false;"Thailand";5998;75;"Jan 22 19:05:12"
180.245.204.64;3128;Transparent;false;"Indonesia";1977;66;"Jan 22 19:04:47"
180.178.98.78;8080;Transparent;false;"Indonesia";15938;91;"Jan 22 19:04:44"
175.25.243.26;80;Transparent;false;"China";702;98;"Jan 22 19:04:33"
175.103.37.35;8080;Transparent;false;"Indonesia";1225;66;"Jan 22 19:04:29"
147.47.106.112;1920;Anonymous;false;"Korea (South)";7313;15;"Jan 22 19:04:22"
178.21.131.68;80;Transparent;false;"Norway";728;98;"Jan 22 19:03:58"
178.209.127.5;8080;Transparent;false;"Russian Federation";1021;91;"Jan 22 19:03:57"
122.72.99.8;80;Transparent;false;"China";917;94;"Jan 22 19:03:48"
122.72.99.3;80;Transparent;false;"China";2060;91;"Jan 22 19:03:47"
122.72.76.121;80;Transparent;false;"China";838;97;"Jan 22 19:03:45"
122.72.0.6;80;Transparent;false;"China";7526;96;"Jan 22 19:03:43"
117.102.94.180;8080;Transparent;false;"Indonesia";6935;98;"Jan 22 19:03:05"
116.77.35.118;80;Anonymous;false;"China";9937;80;"Jan 22 19:02:57"
111.161.30.231;80;Distorting;false;"China";1757;91;"Jan 22 19:02:49"
111.161.30.228;80;Distorting;false;"China";1427;85;"Jan 22 19:02:47"
111.161.30.227;80;Distorting;false;"China";2477;83;"Jan 22 19:02:46"
116.231.165.246;8080;Transparent;false;"China";5071;96;"Jan 22 19:02:45"
111.161.30.225;80;Distorting;false;"China";1910;84;"Jan 22 19:02:43"
116.112.66.102;808;Distorting;false;"China";1571;97;"Jan 22 19:02:40"
125.88.74.91;8080;Distorting;false;"China";9377;93;"Jan 22 19:02:40"
125.39.68.131;80;Transparent;false;"China";1393;95;"Jan 22 19:02:31"
125.39.66.153;80;Transparent;false;"China";864;96;"Jan 22 19:02:30"
125.39.66.149;80;Transparent;false;"China";1433;95;"Jan 22 19:02:29"
125.39.66.134;80;Transparent;false;"China";1397;98;"Jan 22 19:02:27"
125.39.66.131;80;Transparent;false;"China";1922;95;"Jan 22 19:02:26"
125.39.66.130;80;Transparent;false;"China";1685;97;"Jan 22 19:02:24"
125.39.25.202;8088;Transparent;false;"China";1727;99;"Jan 22 19:02:22"
125.214.163.2;8080;Transparent;false;"Sri Lanka";1897;84;"Jan 22 19:02:16"
125.167.37.222;8080;Transparent;false;"Indonesia";17468;81;"Jan 22 19:02:14"
110.93.211.11;80;Transparent;false;"Pakistan";1427;90;"Jan 22 19:02:09"
122.194.5.108;80;Anonymous;false;"China";1208;98;"Jan 22 19:02:04"
122.194.5.107;80;Anonymous;false;"China";4226;98;"Jan 22 19:02:03"
122.192.166.70;8080;Anonymous;false;"China";19769;77;"Jan 22 19:01:59"
119.6.73.235;80;Transparent;false;"China";1779;97;"Jan 22 19:01:50"
122.0.67.201;80;Distorting;false;"China";9854;92;"Jan 22 19:01:37"
110.77.236.225;3128;Distorting;false;"Thailand";1410;66;"Jan 22 19:01:22"
109.87.114.119;3128;Anonymous;false;"Ukraine";535;60;"Jan 22 19:01:16"
109.74.134.246;3128;Transparent;false;"Russian Federation";1923;89;"Jan 22 19:01:00"
114.80.149.183;80;Anonymous;false;"China";10339;74;"Jan 22 19:01:00"
109.227.124.119;8080;Transparent;false;"Ukraine";617;87;"Jan 22 19:00:52"
173.164.192.9;27431;Socks4;true;"United States";30;33;"Jan 22 19:00:49"
118.97.44.11;8080;Transparent;false;"Indonesia";4085;66;"Jan 22 19:00:45"
118.97.217.67;3128;Transparent;false;"Indonesia";1536;94;"Jan 22 19:00:39"
118.97.212.162;8080;Transparent;false;"Indonesia";13535;97;"Jan 22 19:00:38"
110.77.205.177;3128;Transparent;false;"Thailand";1325;66;"Jan 22 19:00:35"
118.97.206.27;8080;Transparent;false;"Indonesia";10483;96;"Jan 22 19:00:22"
109.195.54.231;3128;Transparent;false;"Russian Federation";772;99;"Jan 22 19:00:20"
113.0.85.249;1080;Socks4;true;"China";30;100;"Jan 22 19:00:18"
118.97.206.254;3128;Transparent;false;"Indonesia";5013;85;"Jan 22 19:00:11"
118.97.191.203;8080;Transparent;false;"Indonesia";1282;95;"Jan 22 19:00:04"
118.97.188.146;8080;Transparent;false;"Indonesia";4278;69;"Jan 22 19:00:02"
113.193.216.37;3128;Transparent;false;"India";1625;66;"Jan 22 18:59:57"
118.96.69.57;3128;Transparent;false;"Indonesia";1776;25;"Jan 22 18:59:56"
110.74.222.117;8080;Transparent;false;"Cambodia";2341;95;"Jan 22 18:58:56"
110.74.218.147;8080;Transparent;false;"Cambodia";5042;88;"Jan 22 18:58:51"
112.78.6.86;80;Distorting;false;"Viet Nam";10435;66;"Jan 22 18:58:45"
110.232.93.218;8087;Transparent;false;"Indonesia";1791;97;"Jan 22 18:58:43"
112.65.233.224;8088;Transparent;false;"China";1428;99;"Jan 22 18:58:34"
110.153.9.250;80;Transparent;false;"China";8019;98;"Jan 22 18:58:25"
118.99.92.202;8080;Transparent;false;"Indonesia";1189;66;"Jan 22 18:58:14"
118.99.80.31;3128;Transparent;false;"Indonesia";1204;66;"Jan 22 18:58:12"
118.99.67.86;8080;Transparent;false;"Indonesia";1222;66;"Jan 22 18:58:10"
110.139.148.36;8080;Transparent;false;"Indonesia";1773;87;"Jan 22 18:58:09"
110.138.248.78;8080;Transparent;false;"Indonesia";2367;73;"Jan 22 18:58:07"
116.28.64.142;23456;Socks4;true;"China";30;95;"Jan 22 18:58:05"
110.137.47.23;8080;Transparent;false;"Indonesia";3495;85;"Jan 22 18:58:03"
110.137.184.102;3128;Transparent;false;"Indonesia";1574;66;"Jan 22 18:57:53"
112.5.254.20;80;Transparent;false;"China";802;99;"Jan 22 18:57:47"
103.5.49.37;8080;Transparent;false;"Indonesia";2669;95;"Jan 22 18:57:40"
103.4.146.142;8080;Transparent;false;"Bangladesh";1598;66;"Jan 22 18:57:38"
118.98.75.50;8080;Transparent;false;"Indonesia";10302;88;"Jan 22 18:57:37"
111.94.147.87;3128;Transparent;false;"Indonesia";4055;93;"Jan 22 18:57:31"
103.10.80.88;8080;Transparent;false;"Indonesia";9908;66;"Jan 22 18:57:20"
101.255.12.38;8080;Transparent;false;"Indonesia";5213;90;"Jan 22 18:57:09"
119.36.138.131;1080;Socks4;true;"China";30;95;"Jan 22 18:56:40"
101.44.3.50;1080;Socks4;true;"China";30;82;"Jan 22 18:56:21"
89.188.224.70;8080;Transparent;false;"Russian Federation";1785;98;"Jan 22 18:54:05"
83.17.80.124;8080;Transparent;false;"Poland";598;66;"Jan 22 18:53:31"
82.200.253.82;9090;Transparent;false;"Kazakhstan";2092;97;"Jan 22 18:53:26"
88.85.108.16;8080;Transparent;false;"Macedonia";2652;69;"Jan 22 18:53:17"
89.203.137.145;1080;Socks4;true;"Czech Republic";30;70;"Jan 22 18:53:06"
62.173.37.204;80;Transparent;false;"Nigeria";1100;93;"Jan 22 18:52:40"
77.233.184.39;8080;Transparent;false;"Russian Federation";960;96;"Jan 22 18:52:18"
74.221.211.117;3128;Transparent;false;"United States";299;95;"Jan 22 18:52:17"
58.53.192.218;8123;Anonymous;false;"China";9077;99;"Jan 22 18:52:08"
79.125.17.157;9090;Distorting;false;"Ireland";9970;58;"Jan 22 18:51:18"
61.185.143.178;8080;Transparent;false;"China";2155;85;"Jan 22 18:50:59"
85.234.22.126;3128;Transparent;false;"Russian Federation";2749;71;"Jan 22 18:50:39"
78.133.155.54;8080;Transparent;false;"Poland";3672;72;"Jan 22 18:50:23"
41.67.2.2;8080;Transparent;false;"Sudan";1106;72;"Jan 22 18:50:22"
78.131.55.82;8080;Distorting;false;"Hungary";10531;98;"Jan 22 18:50:19"
66.35.68.145;8080;Transparent;false;"United States";400;96;"Jan 22 18:49:26"
60.216.99.222;80;Anonymous;false;"China";33106;71;"Jan 22 18:49:19"
60.216.119.116;8080;Anonymous;false;"China";29595;77;"Jan 22 18:48:46"
60.214.128.3;80;Anonymous;false;"China";38022;59;"Jan 22 18:48:16"
63.141.238.165;8080;Transparent;false;"United States";22214;95;"Jan 22 18:48:04"
41.203.89.186;8080;Transparent;false;"Nigeria";1238;87;"Jan 22 18:47:47"
63.141.216.182;80;Transparent;false;"United States";433;82;"Jan 22 18:47:42"
63.141.216.176;80;Transparent;false;"United States";433;85;"Jan 22 18:47:41"
60.190.129.52;3128;Transparent;false;"China";1507;86;"Jan 22 18:47:35"
219.234.82.54;8084;Distorting;false;"China";1207;96;"Jan 22 18:47:15"
5.104.38.33;3128;Anonymous;false;"Ukraine";690;51;"Jan 22 18:47:11"
60.166.13.182;80;Transparent;false;"China";7833;84;"Jan 22 18:46:48"
219.234.82.52;5132;Distorting;false;"China";2177;96;"Jan 22 18:46:44"
219.234.82.81;8921;Distorting;false;"China";1595;93;"Jan 22 18:46:08"
219.234.82.73;7268;Distorting;false;"China";1258;98;"Jan 22 18:45:15"
219.234.82.72;6666;Distorting;false;"China";1077;97;"Jan 22 18:44:48"
219.234.82.62;28134;Distorting;false;"China";1220;97;"Jan 22 18:43:57"
219.234.82.63;19279;Distorting;false;"China";1645;97;"Jan 22 18:43:57"
218.207.195.174;80;Transparent;false;"China";20113;89;"Jan 22 18:43:33"
218.206.204.254;80;Transparent;false;"China";1253;99;"Jan 22 18:43:12"
218.204.131.250;3128;Anonymous;false;"China";1179;95;"Jan 22 18:42:59"
212.24.47.185;8080;Distorting;false;"Russian Federation";7464;86;"Jan 22 18:42:46"
203.189.89.153;8080;Transparent;false;"Indonesia";1047;98;"Jan 22 18:42:43"
202.77.113.242;8080;Transparent;false;"Indonesia";1182;97;"Jan 22 18:42:38"
202.69.8.83;8080;Distorting;false;"Pakistan";1076;87;"Jan 22 18:42:37"
211.151.89.12;443;Distorting;false;"China";2211;25;"Jan 22 18:42:35"
211.147.213.112;80;Anonymous;false;"China";38114;64;"Jan 22 18:42:29"
203.189.136.17;8088;Transparent;false;"Cambodia";1409;98;"Jan 22 18:42:18"
202.162.211.244;80;Transparent;false;"Indonesia";724;86;"Jan 22 18:41:34"
190.77.223.9;8080;Distorting;false;"Venezuela";12866;50;"Jan 22 18:41:23"
190.85.9.66;6588;Transparent;false;"Colombia";583;98;"Jan 22 18:41:23"
211.144.72.154;80;Transparent;false;"China";4877;97;"Jan 22 18:41:18"
202.152.12.212;3128;Distorting;false;"Indonesia";2091;91;"Jan 22 18:41:17"
202.146.237.79;808;Transparent;false;"Indonesia";15431;92;"Jan 22 18:41:15"
203.184.128.245;3128;Transparent;false;"Hong Kong";3981;94;"Jan 22 18:40:44"
201.75.118.135;8080;Transparent;false;"Brazil";1316;75;"Jan 22 18:40:42"
190.74.164.182;8080;Distorting;false;"Venezuela";6300;33;"Jan 22 18:40:40"
201.243.199.18;8080;Distorting;false;"Venezuela";7961;70;"Jan 22 18:40:40"
190.73.156.104;8080;Distorting;false;"Venezuela";14252;67;"Jan 22 18:40:33"
201.243.145.157;8080;Distorting;false;"Venezuela";7706;33;"Jan 22 18:40:32"
203.28.128.11;3128;Transparent;false;"Thailand";1366;97;"Jan 22 18:40:22"
58.216.241.6;1080;Socks5;true;"China";30;33;"Jan 22 18:40:18"
200.109.228.67;8080;Transparent;false;"Venezuela";917;92;"Jan 22 18:40:09"
201.209.235.35;8080;Distorting;false;"Venezuela";15458;50;"Jan 22 18:40:09"
190.42.202.232;8080;Transparent;false;"Peru";4107;87;"Jan 22 18:40:03"
200.84.85.121;8080;Distorting;false;"Venezuela";8202;50;"Jan 22 18:39:53"
200.44.126.114;3131;Transparent;false;"Venezuela";18074;85;"Jan 22 18:39:44"
197.255.213.146;8080;Transparent;false;"Nigeria";5227;97;"Jan 22 18:39:07"
197.251.194.121;8080;Transparent;false;"Ghana";4796;68;"Jan 22 18:39:01"
190.37.132.155;8080;Distorting;false;"Venezuela";11463;50;"Jan 22 18:38:43"
200.21.193.98;3128;Transparent;false;"Colombia";612;89;"Jan 22 18:38:39"
200.166.194.135;3128;Transparent;false;"Brazil";4549;88;"Jan 22 18:38:37"
196.203.71.86;3128;Transparent;false;"Tunisia";10699;65;"Jan 22 18:38:32"
200.149.232.32;8080;Transparent;false;"Brazil";2404;97;"Jan 22 18:38:32"
190.24.207.180;3128;Transparent;false;"Colombia";4499;91;"Jan 22 18:38:28"
188.126.79.105;3128;Anonymous;false;"Sweden";721;68;"Jan 22 18:38:12"
195.13.197.220;80;Transparent;false;"Latvia";7758;89;"Jan 22 18:38:11"
190.233.115.55;8080;Transparent;false;"Peru";9493;75;"Jan 22 18:38:07"
194.85.15.155;3128;Anonymous;false;"Russian Federation";24796;82;"Jan 22 18:38:03"
190.207.242.5;8080;Distorting;false;"Venezuela";1863;33;"Jan 22 18:37:42"
190.207.240.161;8080;Distorting;false;"Venezuela";4097;90;"Jan 22 18:37:40"
187.28.202.22;3128;Transparent;false;"Brazil";1860;96;"Jan 22 18:37:39"
187.2.82.143;3128;Transparent;false;"Brazil";3040;76;"Jan 22 18:37:37"
211.232.93.13;1080;Socks5;true;"Korea (South)";30;92;"Jan 22 18:37:00"
193.93.229.156;8080;Transparent;false;"Ukraine";662;93;"Jan 22 18:36:53"
190.200.3.51;8080;Distorting;false;"Venezuela";17834;50;"Jan 22 18:36:50"
187.16.250.34;80;Transparent;false;"Brazil";31026;55;"Jan 22 18:36:46"
207.182.143.100;1080;Socks5;true;"United States";30;92;"Jan 22 18:36:27"
193.233.48.78;3128;Transparent;false;"Russian Federation";1709;97;"Jan 22 18:36:07"
190.14.242.163;8080;Transparent;false;"Colombia";935;90;"Jan 22 18:36:05"
187.120.195.36;80;Transparent;false;"Brazil";4105;87;"Jan 22 18:36:04"
190.0.9.202;8080;Transparent;false;"Colombia";922;93;"Jan 22 18:36:03"
189.91.223.42;8080;Transparent;false;"Brazil";12349;93;"Jan 22 18:36:02"
187.111.255.130;3128;Transparent;false;"Brazil";18550;67;"Jan 22 18:36:00"
186.94.63.165;8080;Distorting;false;"Venezuela";3436;50;"Jan 22 18:35:41"
186.94.32.228;8080;Distorting;false;"Venezuela";1314;60;"Jan 22 18:35:38"
186.94.23.47;8080;Distorting;false;"Venezuela";1927;60;"Jan 22 18:35:36"
186.93.218.61;8080;Distorting;false;"Venezuela";1968;33;"Jan 22 18:35:34"
186.93.218.198;8080;Distorting;false;"Venezuela";4511;33;"Jan 22 18:35:32"
186.93.144.36;8080;Distorting;false;"Venezuela";13761;70;"Jan 22 18:35:28"
186.91.37.224;8080;Distorting;false;"Venezuela";1063;33;"Jan 22 18:35:14"
186.89.157.121;8080;Distorting;false;"Venezuela";10779;66;"Jan 22 18:35:13"
186.89.114.235;3128;Transparent;false;"Venezuela";28456;87;"Jan 22 18:35:02"
180.250.192.210;3128;Transparent;false;"Indonesia";1327;98;"Jan 22 18:34:15"
118.96.110.208;8080;Transparent;false;"Indonesia";992;50;"Jan 22 18:34:03"
118.35.46.164;808;Anonymous;false;"Korea (South)";2677;45;"Jan 22 18:34:02"
118.244.190.3;80;Transparent;false;"China";4878;90;"Jan 22 18:33:59"
180.247.219.15;8080;Transparent;false;"Indonesia";11658;69;"Jan 22 18:33:57"
186.42.193.236;3131;Transparent;false;"Ecuador";3889;92;"Jan 22 18:33:47"
186.235.193.186;8080;Transparent;false;"Brazil";855;87;"Jan 22 18:33:43"
186.215.231.211;8080;Transparent;false;"Brazil";6188;66;"Jan 22 18:33:42"
180.244.193.110;8080;Transparent;false;"Indonesia";15576;88;"Jan 22 18:33:25"
180.242.249.87;3128;Transparent;false;"Indonesia";6191;81;"Jan 22 18:32:56"
116.48.147.1;3128;Transparent;false;"Hong Kong";1162;96;"Jan 22 18:32:54"
115.84.242.84;8080;Distorting;false;"Philippines";13775;54;"Jan 22 18:32:52"
180.183.24.205;3128;Distorting;false;"Thailand";1450;87;"Jan 22 18:32:48"
180.183.112.135;3128;Distorting;false;"Thailand";1546;75;"Jan 22 18:32:44"
180.151.27.129;8888;Transparent;false;"India";11666;83;"Jan 22 18:32:27"
115.236.50.16;3128;Transparent;false;"China";6421;96;"Jan 22 18:32:23"
186.101.41.26;80;Transparent;false;"Ecuador";868;80;"Jan 22 18:32:20"
178.252.155.148;80;Transparent;false;"Iran";5071;87;"Jan 22 18:32:12"
178.248.43.156;8080;Transparent;false;"Iran";2057;92;"Jan 22 18:32:07"
151.232.55.190;80;Transparent;false;"Iran";1756;87;"Jan 22 18:31:58"
148.236.5.92;8080;Anonymous;false;"Mexico";36316;97;"Jan 22 18:31:56"
183.129.249.82;80;Transparent;false;"China";1295;98;"Jan 22 18:31:50"
119.252.160.34;8080;Transparent;false;"Indonesia";986;77;"Jan 22 18:31:46"
119.160.184.185;8118;Distorting;false;"Brunei Darussalam";3766;5;"Jan 22 18:31:45"
176.31.118.210;8118;Anonymous;false;"France";4579;63;"Jan 22 18:31:32"
182.48.107.219;9000;Transparent;false;"China";1488;98;"Jan 22 18:31:19"
125.216.144.199;8080;Anonymous;false;"China";1411;97;"Jan 22 18:30:35"
125.39.66.154;80;Transparent;false;"China";802;96;"Jan 22 18:30:24"
125.39.66.151;80;Transparent;false;"China";861;96;"Jan 22 18:30:23"
125.39.66.150;80;Transparent;false;"China";2593;95;"Jan 22 18:30:22"
125.39.66.148;80;Transparent;false;"China";1472;96;"Jan 22 18:30:20"
125.39.66.147;80;Transparent;false;"China";1369;96;"Jan 22 18:30:18"
125.39.66.146;80;Transparent;false;"China";5781;97;"Jan 22 18:30:17"
124.193.202.18;1080;Distorting;false;"China";1323;97;"Jan 22 18:29:47"
123.108.97.49;8080;Transparent;false;"Indonesia";12003;60;"Jan 22 18:29:22"
122.252.181.20;8080;Transparent;false;"Cambodia";9946;92;"Jan 22 18:29:10"
122.224.5.210;8181;Anonymous;false;"China";31763;75;"Jan 22 18:28:56"
110.139.116.63;8080;Transparent;false;"Indonesia";1256;91;"Jan 22 18:27:54"
119.110.71.109;8080;Transparent;false;"Indonesia";2918;62;"Jan 22 18:27:50"
120.197.85.171;80;Transparent;false;"China";1064;98;"Jan 22 18:27:30"
118.99.71.250;8080;Transparent;false;"Indonesia";1185;71;"Jan 22 18:27:29"
110.138.146.193;3128;Transparent;false;"Indonesia";6712;87;"Jan 22 18:27:06"
180.153.103.114;1080;Socks4;true;"China";30;54;"Jan 22 18:27:03"
110.137.181.9;8080;Distorting;false;"Indonesia";41837;38;"Jan 22 18:26:59"
118.97.85.93;3128;Transparent;false;"Indonesia";18581;98;"Jan 22 18:25:55"
118.97.79.124;8080;Transparent;false;"Indonesia";2111;94;"Jan 22 18:25:37"
119.97.146.152;80;Transparent;false;"China";1660;98;"Jan 22 18:25:35"
118.97.22.205;8080;Transparent;false;"Indonesia";1405;79;"Jan 22 18:25:33"
118.97.208.194;8080;Transparent;false;"Indonesia";4326;93;"Jan 22 18:25:30"
119.7.221.137;82;Anonymous;false;"China";1581;99;"Jan 22 18:25:29"
119.7.221.136;80;Anonymous;false;"China";1373;99;"Jan 22 18:25:23"
120.203.215.14;80;Anonymous;false;"China";1188;87;"Jan 22 18:25:23"
120.203.215.13;80;Anonymous;false;"China";1202;87;"Jan 22 18:25:22"
119.7.221.135;81;Anonymous;false;"China";1384;98;"Jan 22 18:25:20"
120.203.214.176;80;Anonymous;false;"China";1247;99;"Jan 22 18:25:20"
119.62.72.202;8080;Anonymous;false;"China";4262;54;"Jan 22 18:25:19"
120.203.214.172;80;Anonymous;false;"China";1354;87;"Jan 22 18:25:19"
103.28.227.78;8080;Transparent;false;"Indonesia";5928;83;"Jan 22 18:25:16"
119.6.72.133;3128;Transparent;false;"China";1385;98;"Jan 22 18:25:12"
118.96.201.31;8080;Transparent;false;"Indonesia";5355;90;"Jan 22 18:25:10"
103.10.22.231;8080;Transparent;false;"Mongolia";1237;97;"Jan 22 18:25:07"
1.179.155.26;3128;Transparent;false;"Thailand";1393;85;"Jan 22 18:25:04"
62.201.212.28;8080;Transparent;false;"Iraq";4522;88;"Jan 22 18:24:04"
109.238.177.68;1080;Socks4;true;"Iran";30;76;"Jan 22 18:23:03"
1.85.17.82;1080;Socks4;true;"China";30;72;"Jan 22 18:22:06"
61.5.196.6;3128;Transparent;false;"Afghanistan";1783;97;"Jan 22 18:21:43"
61.177.51.194;808;Anonymous;false;"China";1130;96;"Jan 22 18:20:09"
61.167.49.188;8080;Transparent;false;"China";2972;94;"Jan 22 18:20:07"
94.158.111.63;1080;Socks5;true;"Russian Federation";30;51;"Jan 22 18:19:22"
95.31.18.119;3128;Anonymous;false;"Russian Federation";988;28;"Jan 22 18:18:51"
95.107.161.240;8080;Transparent;false;"Albania";8893;93;"Jan 22 18:18:49"
95.0.186.79;9090;Distorting;false;"Turkey";693;95;"Jan 22 18:18:41"
61.163.231.164;8080;Anonymous;false;"China";25464;60;"Jan 22 18:18:33"
59.172.208.186;8080;Transparent;false;"China";2988;73;"Jan 22 18:17:31"
61.153.4.134;808;Anonymous;false;"China";2543;43;"Jan 22 18:17:21"
92.242.120.178;80;Anonymous;false;"Ukraine";6762;84;"Jan 22 18:16:37"
58.215.88.12;80;Anonymous;false;"China";9121;92;"Jan 22 18:16:30"
91.242.4.2;8080;Transparent;false;"Azerbaijan";896;93;"Jan 22 18:16:30"
91.206.148.29;3128;Transparent;false;"Russian Federation";806;96;"Jan 22 18:16:14"
89.151.136.71;3128;Transparent;false;"Russian Federation";906;98;"Jan 22 18:16:04"
58.20.230.131;8080;Anonymous;false;"China";6044;61;"Jan 22 18:15:47"
86.111.144.194;3128;Transparent;false;"Iraq";1086;96;"Jan 22 18:15:41"
85.214.214.87;3128;Transparent;false;"Germany";4311;81;"Jan 22 18:14:22"
81.201.61.138;8080;Transparent;false;"Czech Republic";3718;91;"Jan 22 18:14:15"
85.207.17.146;8080;Transparent;false;"Czech Republic";1937;87;"Jan 22 18:14:14"
85.113.141.251;3128;Transparent;false;"Russian Federation";2427;84;"Jan 22 18:14:00"
61.135.242.168;8080;Transparent;false;"China";2047;95;"Jan 22 18:13:55"
83.239.214.100;3128;Anonymous;false;"Russian Federation";4502;79;"Jan 22 18:13:52"
37.98.226.66;8080;Transparent;false;"Iraq";4099;87;"Jan 22 18:11:38"
41.59.17.36;8080;Transparent;false;"Tanzania";12319;73;"Jan 22 18:10:53"
223.4.241.230;3128;Transparent;false;"China";3135;86;"Jan 22 18:10:03"
222.92.141.155;8090;Distorting;false;"China";4792;83;"Jan 22 18:09:59"
222.89.154.6;9000;Transparent;false;"China";5588;93;"Jan 22 18:09:55"
222.89.154.14;9000;Transparent;false;"China";4185;92;"Jan 22 18:09:49"
66.132.251.111;80;Anonymous;false;"United States";4253;45;"Jan 22 18:09:46"
46.16.75.121;8080;Transparent;false;"Germany";17548;23;"Jan 22 18:09:41"
50.56.188.101;80;Distorting;false;"United States";1666;81;"Jan 22 18:09:31"
222.52.99.131;8081;Anonymous;false;"China";8173;72;"Jan 22 18:09:18"
59.60.7.146;808;Anonymous;false;"China";2955;76;"Jan 22 18:09:10"
222.240.224.131;80;Transparent;false;"China";2846;92;"Jan 22 18:09:09"
59.34.57.88;8080;Transparent;false;"China";11634;91;"Jan 22 18:09:02"
49.50.10.26;80;Anonymous;false;"Indonesia";15077;60;"Jan 22 18:08:23"
41.205.110.218;8080;Transparent;false;"Egypt";3513;75;"Jan 22 18:08:05"
49.212.167.222;80;Distorting;false;"Japan";2756;67;"Jan 22 18:07:33"
49.212.161.77;8080;Anonymous;false;"Japan";13664;57;"Jan 22 18:07:30"
49.0.124.94;8000;Transparent;false;"Thailand";917;97;"Jan 22 18:07:15"
49.0.124.50;8000;Transparent;false;"Thailand";573;96;"Jan 22 18:07:14"
49.0.124.62;8000;Transparent;false;"Thailand";604;99;"Jan 22 18:07:14"
49.0.124.42;8000;Transparent;false;"Thailand";1089;98;"Jan 22 18:07:13"
49.0.124.26;8000;Transparent;false;"Thailand";857;98;"Jan 22 18:07:12"
49.0.124.230;8000;Transparent;false;"Thailand";911;98;"Jan 22 18:07:11"
49.0.124.134;8000;Transparent;false;"Thailand";713;99;"Jan 22 18:07:10"
49.0.124.122;8000;Transparent;false;"Thailand";1357;98;"Jan 22 18:07:09"
42.62.5.99;19532;Distorting;false;"China";1570;98;"Jan 22 18:06:52"
61.141.21.34;1080;Socks4;true;"China";30;60;"Jan 22 18:06:52"
46.38.42.14;8080;Transparent;false;"Russian Federation";709;93;"Jan 22 18:06:51"
218.15.254.218;3128;Transparent;false;"China";4610;98;"Jan 22 18:06:44"
220.246.4.74;8080;Transparent;false;"Hong Kong";2477;98;"Jan 22 18:06:36"
218.108.85.59;80;Anonymous;false;"China";2067;90;"Jan 22 18:06:32"
218.108.242.68;80;Transparent;false;"China";1313;98;"Jan 22 18:06:30"
218.108.242.108;3128;Transparent;false;"China";1378;85;"Jan 22 18:06:27"
218.108.242.107;3128;Anonymous;false;"China";1351;36;"Jan 22 18:06:26"
218.108.168.74;82;Anonymous;false;"China";42726;89;"Jan 22 18:06:25"
219.239.26.23;80;Transparent;false;"China";5417;97;"Jan 22 18:06:15"
218.108.168.37;80;Anonymous;false;"China";7328;99;"Jan 22 18:05:42"
218.108.168.166;80;Anonymous;false;"China";1671;93;"Jan 22 18:05:27"
62.201.214.9;81;Socks4;true;"Iraq";30;96;"Jan 22 18:05:16"
219.234.82.60;9429;Distorting;false;"China";2313;96;"Jan 22 18:04:10"
219.234.82.53;6668;Distorting;false;"China";1164;98;"Jan 22 18:03:44"
218.104.193.102;80;Transparent;false;"China";720;98;"Jan 22 18:03:36"
218.102.39.153;8080;Transparent;false;"Hong Kong";9751;77;"Jan 22 18:03:33"
211.167.112.15;80;Anonymous;false;"China";1824;73;"Jan 22 18:03:23"
211.167.112.14;82;Anonymous;false;"China";1932;72;"Jan 22 18:03:21"
202.138.231.153;8080;Transparent;false;"Indonesia";7431;91;"Jan 22 18:03:20"
211.162.73.122;80;Transparent;false;"China";1875;97;"Jan 22 18:03:19"
210.212.152.5;80;Distorting;false;"India";19119;74;"Jan 22 18:02:45"
210.177.139.89;8080;Distorting;false;"Hong Kong";4560;94;"Jan 22 18:02:25"
202.137.21.196;8080;Transparent;false;"Indonesia";1258;84;"Jan 22 18:02:24"
202.137.136.2;8080;Transparent;false;"Laos";11990;89;"Jan 22 18:02:22"
218.93.20.10;8888;Anonymous;false;"China";7922;84;"Jan 22 18:02:21"
218.76.159.133;80;Transparent;false;"China";911;98;"Jan 22 18:02:12"
218.76.157.98;8001;Transparent;false;"China";2372;87;"Jan 22 18:02:11"
